subdivision_code,file_name,file_size_kb,file_extension,dimensions,aspect_ratio,flag_type,quality,source_url,dominant_colours
MK-704,MK-704.svg,0.805,SVG,"(250, 500)",2.0,,12,,"#0152be,#017b32,#cf1028,#ffffff"
MK-705,MK-705.svg,27.271,SVG,"(247, 448)",1.81,,100,,"#060504,#fb0700,#fbee00,#fcef01"
MK-706,MK-706.svg,233.371,SVG,"(324, 216)",0.67,,100,,"#0031ad,#0066a6,#00923f,#1f1d19,#75c5f0,#998059,#d9231c,#ececec,#f0be03,#fc0,#fff"
MK-801,MK-801.svg,304.122,SVG,"(260, 515)",1.98,,40,,"#4e342b,#6a4d34,#916e4a,#94704b,#9d271b,#ad8d63,#b09260,#cbab73,#d5b689,#d8ad69,#ddd,#e9cc98,#ebc992,#ffce18,#fff"
MK-802,MK-802.svg,3.643,SVG,"(450, 860)",1.91,,12,,"#000000,#ff0000,#ffdf00"
MK-803,MK-803.svg,45.498,SVG,"(216, 432)",2.0,,22,,"#000000,#03a44f,#06aae5,#cc3736,#d2ca47,#fcfe04,#fff200,#ffffff"
MK-804,MK-804.svg,734.711,SVG,"(600, 1000)",1.67,,10,,"#2c2723,#2f873c,#e09d5e,#e3322b,#fceb18"
MK-805,MK-805.svg,16.883,SVG,"(700, 1052)",1.5,,14,,"#000080,#d9241b,#f7c300,#ffffff"
MK-806,MK-806.svg,40.24,SVG,"(216, 360)",1.67,,100,,"#000000,#007331,#5a7b8c,#8c5231,#9c2139,#9c2939,#a5d68c,#addee7,#cec6b5,#de7308,#f7de18,#fff"
MK-807,MK-807.svg,15.629,SVG,"(700, 400)",0.57,,28,,"#ef2939,#ffc618"
MK-808,MK-808.svg,8.26,SVG,"(500, 800)",1.6,,32,,"#000000,#000080,#4d4d4d,#ffec00,#fff,#ffffff"
MK-809,MK-809.svg,17.725,SVG,"(216, 432)",2.0,,36,,"#000000,#e4302b,#ffff00,#ffffff"
MK-810,MK-810.svg,42.126,SVG,"(216, 432)",2.0,,100,,"#000000,#0863bd,#369b24,#e71029,#f7ce18"
MK-811,MK-811.svg,20.362,SVG,"(920, 482)",0.52,,38,,"#dd211c,#fbfaf7,#fecb00"
MK-812,MK-812.svg,69.513,SVG,"(800, 1600)",2.0,,100,,"#000000,#0097f2,#447f4a,#76c5f0,#808080,#8b0065,#a7cc55,#c86d4b,#ccc,#ed1b24,#f1ed36,#fef200,#fff700"
MK-813,MK-813.png,113.061,PNG,"(1250, 2083)",1.67,,5.12,,
MK-814,MK-814.png,3.337,PNG,"(216, 360)",1.67,,17.46,,
MK-815,MK-815.svg,3.192,SVG,"(400, 700)",1.75,,10,,"#c7b56f,#fff"
MK-816,MK-816.png,37.807,PNG,"(400, 800)",2.0,,4.77,,
MK-817,MK-817.svg,18.186,SVG,"(300, 600)",2.0,,34,,"#000000,#0090ca,#01aa57,#fbfcff,#fe0000,#ff0000,#ffe600,#ffffff"
MM-01,MM-01.svg,31.844,SVG,"(200, 300)",1.5,,100,,"#034ea2,#ed1c24,#fff,#fff200"
MM-02,MM-02.png,20.883,PNG,"(225, 338)",1.5,,36.81,,
MM-03,MM-03.svg,21.794,SVG,"(400, 600)",1.5,,100,,"#000000,#030000,#0e0000,#cf152d,#e9d200,#fecb00,#ffffff"
MM-04,MM-04.svg,42.021,SVG,"(400, 600)",1.5,,100,,"#1d9add,#5aa5dc,#cf152d,#e9d200,#fecb00,#ffffff"
MM-05,MM-05.png,820.76,PNG,"(1707, 2560)",1.5,,0.75,,
MM-06,MM-06.svg,128.627,SVG,"(600, 900)",1.5,,100,,"#02844b,#34b233,#59ffff,#999,#b3b3b3,#ea2839,#f19523,#f1f4ff,#f1ffff,#fecb00,#ff0,#fff"
MM-07,MM-07.svg,271.97,SVG,"(600, 900)",1.5,,100,,"#000000,#009602,#028503,#5aa5dc,#5f54d3,#68cd49,#76df9c,#9147c9,#bf6bc3,#c95eb4,#cf4a81,#da2d1c,#ddeef7,#fdc3ec,#fddd00,#fff,#ffff01,#ffff02,#ffff9d"
MM-11,MM-11.svg,194.475,SVG,"(1500, 2250)",1.5,,100,,"#00639f,#008000,#0087c8,#111,#158c22,#158c23,#3cba52,#4d4d4d,#666,#808080,#b3b3b3,#b89100,#d60007,#d90034,#f3c81b,#f4c81b,#facc00,#fbc800,#fff"
MM-12,MM-12.svg,52.892,SVG,"(600, 900)",1.5,,100,,"#006e3b,#2042a1,#da2d1c,#ff0000,#ffd900"
MM-13,MM-13.svg,1.363,SVG,"(300, 600)",2.0,,8,,"#072a6c,#475475,#d9231c,#fff"
MM-14,MM-14.svg,42.646,SVG,"(200, 300)",1.5,,100,,"#006e3b,#2042a1,#299c3a,#adadad,#da2d1c,#e6e631,#fff"
MM-15,MM-15.svg,150.209,SVG,"(200, 300)",1.5,,6,,"#f00,#f1f700,#f41037"
MM-16,MM-16.svg,9.72,SVG,"(600, 900)",1.5,,10,,"#272ca7,#f41818,#ffffff"
MM-17,MM-17.svg,0.402,SVG,"(600, 900)",1.5,,8,,"#34b233,#ea2839,#fecb00,#fff"
MM-18,MM-18.svg,55.867,SVG,"(400, 600)",1.5,,100,,"#215b25,#3ac6f8,#b8e0e5,#d1e7b5,#d8caea,#e6f4b6,#ebe0ec,#f6d002,#facd00,#ffd4e8,#ffddbd,#fff4c8"
MN-035,MN-035.svg,5.769,SVG,"(675, 1350)",2.0,,12,,"#000000,#003497,#00cb32,#ff6c00,#ffb800,#ffffff"
MN-037,MN-037.svg,11.38,SVG,"(500, 1000)",2.0,,26,,"#2020a0,#ffc000"
MN-039,MN-039.svg,38.452,SVG,"(750, 1500)",2.0,,72,,"#00389d,#ff0000,#ffd700,#ffffff"
MN-041,MN-041.svg,35.41,SVG,"(1000, 2000)",2.0,,100,,"#0070cb,#00e63c,#3ba8e0,#bc6a34,#e7c2a9,#ffff00"
MN-043,MN-043.svg,9.611,SVG,"(350, 700)",2.0,,26,,"#003399,#0099ff,#ffffff"
MN-046,MN-046.svg,14.425,SVG,"(750, 1500)",2.0,,20,,"#0741aa,#dc1e26,#f9cf02,#fff9f9,#ffffff"
MN-047,MN-047.svg,9.133,SVG,"(400, 800)",2.0,,10,,"#006d2e,#ff9100,#ffa722,#ffffff"
MN-049,MN-049.svg,7.553,SVG,"(1000, 2300)",2.3,,18,,"#43b0e9,#ff1919,#ffda19,#ffffff"
MN-051,MN-051.svg,44.182,SVG,"(600, 1400)",2.33,,100,,"#000000,#0005f9,#001cfe,#0097dc,#16ad06,#cd8a1f,#ed1c24,#fb0209,#fb0303,#fbed04,#ffee01,#ffffff"
MN-053,MN-053.svg,31.939,SVG,"(800, 1600)",2.0,,78,,"#0079c4,#181616,#205a98,#205a99,#2cefd9,#888888,#9e732f,#a2d6ee,#a5c735,#ef7e2c,#f69f2b,#fcc425,#fdfefd,#fef582,#ffd201,#ffd920,#ffffff"
MN-055,MN-055.svg,18.301,SVG,"(300, 345)",1.15,,100,,"#00d8fd,#00d9fe,#00fd80,#00fe80,#0130ab,#fbd640,#fcd740,#fede01,#ffffff"
MN-057,MN-057.svg,33.755,SVG,"(1000, 2000)",2.0,,66,,"#000000,#01d0ff,#2b97e1,#2fbb3d,#3292f9,#6d5340,#889347,#ebe254,#ecde7d,#ff0022,#ffffff"
MN-059,MN-059.svg,43.239,SVG,"(800, 1600)",2.0,,98,,"#0079c4,#bd9363,#bea25f,#bfa160,#ffd201,#ffffff"
MN-061,MN-061.svg,22.248,SVG,"(1500, 3000)",2.0,,32,,"#063cbb,#4696ff,#f14915,#ffffff"
MN-063,MN-063.svg,15.762,SVG,"(1000, 2000)",2.0,,14,,"#00a0e4,#00a650,#f5821f,#fdb813,#ffffff"
MN-064,MN-064.svg,11.674,SVG,"(600, 1200)",2.0,,24,,"#08b846,#1f83ff,#ffffff"
MN-065,MN-065.svg,25.766,SVG,"(800, 1600)",2.0,,84,,"#02a108,#2048b7,#2db3eb,#b98f3b,#f0db02,#f1ff01,#f4c606,#ff3b13,#ffd201,#fff"
MN-067,MN-067.svg,36.858,SVG,"(300, 600)",2.0,,100,,"#026e0b,#0557ac,#059a13,#0776e1,#10d728,#40fd56,#44a2fc,#9f0b10,#bbfec8,#bddefd,#d81012,#fa4a50,#fbc0c2,#fecb00"
MN-069,MN-069.png,6.105,PNG,"(202, 352)",1.74,,54.13,,
MN-071,MN-071.svg,2.162,SVG,"(300, 600)",2.0,,6,,"#08b746,#1f84ff,#fffe01"
MN-073,MN-073.png,127.788,PNG,"(400, 800)",2.0,,36.06,,
MN-1,MN-1.svg,177.007,SVG,"(300, 600)",2.0,,100,,"#002780,#d4af37,#fad333,#ffffff"
MT-01,MT-01.svg,0.298,SVG,"(120, 180)",1.5,,6,,"#0000ff,#ff0000,#fff"
MT-02,MT-02.svg,0.252,SVG,"(120, 180)",1.5,,6,,#fff
MT-03,MT-03.svg,45.662,SVG,"(400, 600)",1.5,,100,,"#00923f,#386425,#99ae6a,#de0818,#f7c5b4,#fcef3c,#fff"
MT-04,MT-04.svg,116.18,SVG,"(400, 600)",1.5,,100,,"#134fab,#1353b4,#135ecb,#2b96f6,#2d6afa,#306947,#36a464,#5183fb,#696969,#920000,#abe8c4,#bc0028,#c40000,#c5a941,#c5c5c5,#ccc,#d0b500,#d1b948,#dec35d,#e7cd54,#e9001a,#ececec,#f00,#f6e078,#f8eca8,#ff0a3e,#ffe9a7,#ffefa7,#fff"
MT-05,MT-05.png,2.561,PNG,"(125, 188)",1.5,,41.83,,
MT-06,MT-06.svg,62.896,SVG,"(400, 600)",1.5,,100,,"#008f4c,#00b34c,#dcdcdc,#e20909,#fdc805,#fff"
MT-07,MT-07.svg,0.364,SVG,"(120, 180)",1.5,,8,,"#0000ff,#ff0000"
MT-08,MT-08.svg,0.466,SVG,"(600, 900)",1.5,,6,,"#f00,#ff0,#fff"
MT-09,MT-09.svg,24.566,SVG,"(567, 850)",1.5,,100,,
MT-10,MT-10.svg,1.013,SVG,"(400, 600)",1.5,,6,,"#3253f7,#fdf71e,#fff"
MT-11,MT-11.svg,1.365,SVG,"(156, 235)",1.51,,4,,"#ff0000,#ffffff"
MT-12,MT-12.svg,26.39,SVG,"(400, 600)",1.5,,100,,"#1a1a1a,#2d87c9,#ca2132,#fbb711,#fff"
MT-13,MT-13.svg,1.176,SVG,"(125, 188)",1.5,,14,,"#0000ff,#f7f708,#ffffff"
MT-14,MT-14.svg,1.643,SVG,"(400, 600)",1.5,,18,,"#000,#5353f7,#f10505,#fdf71e,#fff"
MT-15,MT-15.svg,2.335,SVG,"(125, 188)",1.5,,6,,
MT-16,MT-16.svg,54.229,SVG,"(400, 600)",1.5,,86,,"#008f4c,#00a54f,#784421,#ccc,#e5cfb8,#ffcb05"
MT-17,MT-17.svg,0.625,SVG,"(1600, 2585)",1.62,,8,,
MT-18,MT-18.svg,0.176,SVG,"(120, 180)",1.5,,4,,"#ff0000,#fff"
MT-19,MT-19.svg,114.082,SVG,"(600, 1000)",1.67,,100,,"#000,#008000,#464750,#4f79bf,#d1b23c,#f2f2f2,#f6d300,#f8f400,#fde8c8,#fff"
MT-20,MT-20.svg,1.757,SVG,"(400, 600)",1.5,,12,,"#fdd633,#fff"
MT-21,MT-21.png,7.404,PNG,"(258, 386)",1.5,,14.72,,
MT-22,MT-22.svg,0.915,SVG,"(500, 720)",1.44,,16,,"#ff0000,#ffff00,#ffffff"
MT-23,MT-23.svg,0.288,SVG,"(200, 300)",1.5,,6,,"#cf142b,#fff"
MT-24,MT-24.svg,5.64,SVG,"(400, 600)",1.5,,40,,"#0072bb,#008f4c,#ed1b24,#fb8b00,#fff"
MT-25,MT-25.svg,0.194,SVG,"(120, 180)",1.5,,4,,#fff
MT-26,MT-26.svg,4.617,SVG,"(600, 900)",1.5,,48,,"#64a5ee,#a41802,#e20909,#fcef3c,#fff"
MT-27,MT-27.svg,0.533,SVG,"(600, 900)",1.5,,6,,"#3253f7,#35a119,#fff"
MT-28,MT-28.svg,0.194,SVG,"(120, 180)",1.5,,4,,#fff
MT-29,MT-29.svg,0.177,SVG,"(600, 900)",1.5,,4,,"#cf142b,#fff"
MT-30,MT-30.svg,1.343,SVG,"(125, 188)",1.5,,6,,"#0101fd,#f8f8fe,#fafa03"
MT-31,MT-31.svg,10.751,SVG,"(400, 600)",1.5,,12,,"#3bbff3,#fdd63d,#fff"
MT-32,MT-32.svg,0.738,SVG,"(360, 600)",1.67,,12,,"#002664,#ff0000,#ffcc00,#ffffff"
MT-33,MT-33.svg,0.188,SVG,"(120, 180)",1.5,,4,,#ff0000
MT-34,MT-34.svg,0.245,SVG,"(120, 180)",1.5,,6,,#008400
MT-35,MT-35.svg,0.64,SVG,"(400, 600)",1.5,,6,,"#108010,#3253f7,#f9f31e"
MT-36,MT-36.svg,1.438,SVG,"(156, 235)",1.51,,4,,"#0000ff,#ffffff"
MT-37,MT-37.svg,0.976,SVG,"(600, 900)",1.5,,6,,"#3253f7,#f9f31e,#fff"
MT-38,MT-38.svg,0.383,SVG,"(120, 180)",1.5,,10,,"#de2910,#fff"
MT-39,MT-39.png,5.48,PNG,"(216, 360)",1.67,,39.05,,
MT-40,MT-40.svg,4.75,SVG,"(400, 600)",1.5,,38,,"#000,#231002,#d4c602,#f10505,#fcef3c,#fef575"
MT-41,MT-41.svg,32.314,SVG,"(400, 600)",1.5,,100,,"#e6e6e6,#eac102,#ed1c24,#fff"
MT-42,MT-42.svg,6.351,SVG,"(400, 600)",1.5,,54,,"#0ea251,#2d86c7,#3bc931,#963c00,#dc7849,#dfec22,#e51a24,#f60,#fff"
MT-43,MT-43.svg,0.41,SVG,"(500, 750)",1.5,,6,,"#f00,#fff"
MT-44,MT-44.svg,0.413,SVG,"(600, 900)",1.5,,6,,"#00f,#ffce00,#fff"
MT-45,MT-45.svg,16.581,SVG,"(300, 500)",1.67,,58,,"#1f1a17,#64a5ee,#e20909,#ed1c24,#fcdb00,#fcef3c,#fff"
MT-46,MT-46.svg,10.352,SVG,"(400, 600)",1.5,,96,,"#00703b,#254b39,#a23e97,#dc2910,#fff"
MT-47,MT-47.svg,0.186,SVG,"(120, 180)",1.5,,4,,#fff
MT-48,MT-48.svg,0.403,SVG,"(125, 188)",1.5,,8,,"#f00,#fff"
MT-49,MT-49.svg,13.147,SVG,"(400, 600)",1.5,,100,,"#eac102,#ed1c24,#ed322d,#f6cb7e,#fff"
MT-50,MT-50.svg,5.142,SVG,"(400, 600)",1.5,,10,,"#088640,#666,#efa500"
MT-51,MT-51.svg,14.32,SVG,"(420, 630)",1.5,,100,,"#008000,#231002,#3657f7,#800000,#9d9d9d,#cf142b,#d40000,#f7d917,#fff"
MT-52,MT-52.svg,23.785,SVG,"(600, 900)",1.5,,100,,"#3253f7,#784421,#c8b7b7,#f00,#fcef3c,#fff"
MT-53,MT-53.svg,0.84,SVG,"(400, 600)",1.5,,4,,"#000,#fdf71e"
MT-54,MT-54.svg,1.32,SVG,"(600, 900)",1.5,,6,,"#f10505,#fff"
MT-55,MT-55.svg,0.38,SVG,"(600, 900)",1.5,,8,,#fff
MT-56,MT-56.svg,0.293,SVG,"(400, 600)",1.5,,6,,"#de2910,#fff"
MT-57,MT-57.svg,1.175,SVG,"(400, 600)",1.5,,12,,"#0033cd,#f60e12,#fbdc07,#fff"
MT-58,MT-58.svg,12.397,SVG,"(400, 600)",1.5,,90,,"#000501,#008400,#090307,#1e0411,#2e1614,#310300,#31231a,#3b0503,#413328,#49463e,#523932,#603610,#705043,#715a60,#827775,#847a7b,#897574,#897763,#8a8488,#8e685d,#917e56,#93583a,#9b8a78,#a5a6a1,#a69d74,#ad7a76,#cac4b8,#cdd9cd,#d0d0d0,#d1cec9,#d1d3c5,#d3d0c9,#d59f49,#d5d6ce,#e3e3e1,#f3cc17,#fbfffe"
MT-59,MT-59.svg,0.197,SVG,"(120, 180)",1.5,,4,,#fff
MT-60,MT-60.svg,11.807,SVG,"(600, 900)",1.5,,50,,"#1a1a1a,#e71c21,#fdf71e"
MT-61,MT-61.svg,4.103,SVG,"(156, 235)",1.51,,28,,"#ed2024,#fece08"
MT-62,MT-62.svg,36.98,SVG,"(300, 500)",1.67,,100,,"#006939,#ed0000,#ffef00,#ffffff"
MT-63,MT-63.svg,1.246,SVG,"(400, 600)",1.5,,24,,"#000,#0057f7,#fff,#fff300"
MT-64,MT-64.svg,0.194,SVG,"(120, 180)",1.5,,4,,#ff0000
MT-65,MT-65.svg,123.875,SVG,"(300, 500)",1.67,,100,,"#000,#008d4b,#834c2b,#a05a2c,#dc3632,#f2ed41,#fff"
MT-66,MT-66.svg,14.479,SVG,"(400, 600)",1.5,,100,,"#000,#3253f7,#5ab532,#f10505,#fd8d8d,#fde900,#ffed55,#fff"
MT-67,MT-67.svg,0.73,SVG,"(125, 188)",1.5,,4,,"#008400,#ffffff"
MT-68,MT-68.svg,0.383,SVG,"(120, 180)",1.5,,10,,"#0018e7,#fff"
MU-PL,MU-PL.svg,36.324,SVG,"(600, 900)",1.5,,100,,"#000,#002469,#fff"
MU-RO,MU-RO.svg,195.647,SVG,"(1245, 1910)",1.53,,100,,"#000000,#010000,#010100,#010101,#010102,#020000,#020100,#020101,#020201,#02309b,#029c30,#030200,#030304,#040201,#040202,#040300,#040301,#049bf6,#050404,#050606,#059bf6,#060401,#060404,#060501,#060707,#070300,#070500,#070607,#080706,#090502,#0a0704,#0a0b08,#0b9bf5,#0d0e0f,#0f0b05,#119af3,#1266d8,#1266d9,#1267d8,#140e08,#15772f,#157730,#15782f,#157830,#167830,#177830,#187830,#189af3,#197831,#1a7831,#261c17,#279bf2,#287a31,#2a192b,#2a2456,#2b1922,#301e2c,#311e22,#332432,#341c2a,#394546,#3a1815,#3d3a46,#3f2a26,#42629e,#4a4547,#4b4530,#4d3c22,#4f3e22,#573a24,#5c322f,#5f2b1d,#635672,#92a13a,#969c7b,#96ad60,#9f913e,#9f9c54,#a29158,#a8634b,#a95753,#ac4c5b,#af5e5a,#b1946c,#b42f32,#b59a5e,#b86f59,#be6b78,#c1a250,#c27b6e,#c4a36d,#c8848d,#ceb250,#cfa949,#dab05a,#dbb10a,#dbc123,#debf60,#e02e28,#e02f27,#e0c13c,#e12f28,#e1b71d,#e2b31e,#e3be4f,#e6b70f,#e6bd0c,#e7ba13,#e9b90f,#ebbe0b,#ebc10c,#ebeaeb,#ecbe0a,#edbe0d,#edbf07,#edc00f,#eec012,#eeeeee,#f0c715,#f2c407,#f3c110,#f3c406,#f3c40a,#f3c41a,#f3c60d,#f4c506,#f4c50e,#f4c606,#f5c50e,#f5c605,#f5c70c,#f5ebea,#f5f3f2,#f5f5f5,#f6c704,#f6c705,#f7bf18,#f7c703,#f7c804,#f7c805,#f7f7f7,#f8c804,#f8c903,#f8c904,#f8c908,#f9c805,#f9c903,#f9c904,#f9c906,#f9ca04,#f9f9f9,#fabe09,#fac903,#faca01,#faca02,#faca03,#faca05,#faca17,#facb0c,#fafafa,#fbca04,#fbcb01,#fbcb02,#fbcb03,#fbcb0c,#fbf5f4,#fbfbfb,#fccb00,#fccb02,#fccb04,#fccc01,#fccc02,#fccc04,#fcfcfc,#fdcc00,#fdfbfb,#fdfcfc,#fdfdfd,#fe0000,#fecc01,#fecd00,#fecd01,#fecd03,#fece00,#fefaf9,#fefcfb,#fefdfd,#fefefe,#fefffe"
MV-MLE,MV-MLE.png,7.82,PNG,"(216, 324)",1.5,,15.69,,
MX-AGU,MX-AGU.svg,415.204,SVG,"(1097, 1920)",1.75,,100,,
MX-BCN,MX-BCN.svg,57.98,SVG,"(1097, 1920)",1.75,,100,,
MX-BCS,MX-BCS.svg,46.512,SVG,"(216, 378)",1.75,,80,,"#231f20,#929497,#fff,#ffffff"
MX-CAM,MX-CAM.svg,705.419,SVG,"(200, 350)",1.75,,100,,"#0044ad,#0071bc,#008f4c,#615416,#915e2d,#a48b15,#b2971f,#b2b200,#b2b2b2,#bebebe,#c8c8c8,#cbac1c,#cbac1e,#cfad09,#d9b406,#dab509,#dcb918,#e3e4e5,#eac102,#eadcbc,#ed1c24,#f9d637,#fbe893,#fff"
MX-CHH,MX-CHH.svg,164.229,SVG,"(200, 350)",1.75,,100,,"#00923f,#131516,#75c5f0,#b7673c,#bb825b,#bf2825,#f5c491,#f8c300,#fff"
MX-CHP,MX-CHP.svg,1996.045,SVG,"(1097, 1920)",1.75,,100,,"#1e6646,#1e9cd3,#208057,#245976,#267aa4,#2b443e,#315048,#36ae75,#4c7c70,#525039,#5a998a,#5b2727,#5b5435,#5bb28f,#5d5432,#604c1a,#605f42,#61c1c8,#65501a,#66531f,#68521d,#6c5927,#6d581f,#715a21,#73602f,#755e23,#766a39,#776734,#786124,#79664a,#7c6526,#7c6d3b,#7e7446,#803131,#806827,#817342,#846c29,#876e2b,#877a49,#887351,#8b722d,#8d8150,#90752f,#928656,#937931,#948da5,#94cdb6,#977d33,#978d5d,#9b8035,#9d9363,#9d9b66,#9e8337,#a19255,#a28738,#a49a6b,#a68a3a,#a8a073,#a98e3d,#ada779,#ae913f,#b39640,#b49844,#b4a35e,#b4ae80,#b59668,#b59a49,#b79d4d,#b8a050,#b9b486,#baa354,#bba558,#bda85c,#beac61,#bfbb8e,#c1ad66,#c1b069,#c3b36c,#c3c193,#c4b66f,#c6bb77,#c7b874,#c7c1d4,#c8be7c,#c9bf80,#cac89b,#ccc483,#cdc687,#cec780,#cfc98c,#cfcea1,#d0cb8f,#d2ce92,#d4d4a8,#d7bb92,#ea4d51,#efd976,#f08c91,#f1d877,#f5cbcc,#f7d86c,#fff"
MX-CMX,MX-CMX.png,8.713,PNG,"(216, 378)",1.75,,33.14,,
MX-COA,MX-COA.svg,444.022,SVG,"(200, 350)",1.75,,100,,"#005226,#005f2c,#406d5e,#53660d,#558558,#6d4307,#7da07b,#833615,#8a3916,#8ca507,#8f3b17,#927900,#947b00,#a1ba9e,#c4a100,#cdad2b,#d5561d,#f8f8f8,#ffef44,#fff"
MX-COL,MX-COL.svg,466.493,SVG,"(200, 350)",1.75,,100,,"#007cc3,#00923f,#1f1a17,#605d5c,#84c225,#957f66,#aaa9a9,#adacab,#afaeae,#b1b0af,#b4b3b2,#b6b5b4,#b86779,#b9b8b7,#babab9,#bdbdbc,#bfbfbe,#c0a062,#c2c1c1,#c4bf66,#c5c5c4,#c7c7c6,#cacac9,#cdcccc,#d0cfcf,#d2d1d1,#d5d4d4,#d8d7d7,#da251d,#dbdbdb,#dd137b,#dededd,#e2e1e1,#e6e5e5,#e77817,#e8e8e7,#ececeb,#ee9a85,#ef9ba0,#efeeee,#f2f2f2,#f5c491,#f5f5f5,#f8c300,#f8c6db,#f9f9f9,#fbfbfb,#fce0ec,#fef0f6,#fff,#fff500,#fff9fb"
MX-DUR,MX-DUR.svg,346.487,SVG,"(200, 350)",1.75,,100,,"#0071bc,#007845,#008436,#008f4c,#00aad4,#2e703d,#502d16,#784421,#b8b163,#d40000,#e3e4e5,#eac102,#ed1c24,#f2c702,#fff"
MX-GRO,MX-GRO.svg,28.336,SVG,"(200, 350)",1.75,,100,,"#00923f,#0093dd,#1f1a17,#28166f,#75c5f0,#96aebe,#da251d,#e77817,#f5c491,#f8c300,#f9d7a3,#fddc00,#fff,#fff500"
MX-GUA,MX-GUA.svg,154.392,SVG,"(4, 7)",1.75,,100,,"#000000,#0071bc,#008f4c,#1353b4,#d0ab81,#e3e4e5,#e7e7e7,#eabc00,#eac102,#ed1c24,#f1d65d,#f5c491,#ffffff"
MX-HID,MX-HID.svg,388.745,SVG,"(200, 350)",1.75,,100,,"#157442,#19815f,#1e77ba,#2a6744,#333,#348166,#382b1e,#408f52,#425c2f,#515642,#520,#593b18,#5c3817,#62a15b,#72563e,#815221,#84663d,#882013,#96734b,#98603e,#a0b33b,#a2cd4d,#a6222a,#a7322e,#ad7834,#b47d43,#b66b28,#bc6e29,#c07a3b,#c24429,#c69a44,#c87137,#caaf6c,#cab06c,#cacaca,#cc8b47,#cccc7c,#d0a351,#d4a35d,#d6ab58,#d8af64,#d9b165,#e4be57,#e6dd7e,#ebbf3a,#edba3a,#ee5045,#eed270,#f0b530,#f0b565,#f2bd39,#f39225,#f6c259,#f8a54b,#f8cb3a,#fae67d,#faea81,#ff0,#fff"
MX-JAL,MX-JAL.svg,25.043,SVG,"(800, 1400)",1.75,,22,,
MX-MEX,MX-MEX.svg,635.512,SVG,"(400, 700)",1.75,,100,,"#0b0b0b,#18964c,#222,#2b2b2b,#2c2c2c,#2d2d2d,#303030,#373435,#373737,#3d3d3d,#3fa6cc,#404040,#454545,#464646,#484848,#4d4d4d,#4e4e4e,#4f3a00,#555,#565656,#595959,#5e5e5e,#5f5f5f,#606060,#616161,#626262,#636363,#666,#6d6d6d,#705c00,#757575,#777,#787878,#797979,#818181,#828282,#898989,#8d781a,#8f8f8f,#919191,#939393,#949494,#9a9a9a,#a4a4a4,#a5a5a5,#a7a7a7,#a8a8a8,#a9a9a9,#aed8e9,#afafaf,#b0b0b0,#b1b1b1,#b3b3a3,#ba8f00,#c1c1c1,#d15c00,#d1d1c5,#d40026,#dbdbdb,#e1e1e1,#eac102,#f2f2f2,#f4d600,#fed184,#fee8b2,#feeec4,#ff7d00,#ffb016,#ffd911,#ffe812,#fff"
MX-MIC,MX-MIC.svg,460.608,SVG,"(200, 350)",1.75,,100,,"#00a650,#1378c7,#1b6e44,#231f20,#753c0c,#ad5414,#c8c7c8,#ed1c24,#fff200,#ffffff"
MX-MOR,MX-MOR.svg,55.35,SVG,"(200, 350)",1.75,,100,,"#008000,#1a171b,#520,#814115,#b8cbda,#e6e6e6,#f2f2f2,#ffdb00,#fff"
